device,timestamp,target_ip,target_name,latency_ms,success,tipo_ping
OLT Punto Rojo 1,2025-08-21T04:41:30.364116,138.59.18.180,SUTEL Local,4.940986633300781,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:42:30.431258,138.59.18.180,SUTEL Local,4.951000213623047,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:43:30.489437,138.59.18.180,SUTEL Local,4.7588348388671875,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:44:30.556824,138.59.18.180,SUTEL Local,4.599809646606445,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:45:30.614548,138.59.18.180,SUTEL Local,4.625558853149414,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:46:30.730642,138.59.18.180,SUTEL Local,4.719972610473633,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:47:35.749936,138.59.18.180,SUTEL Local,5.258798599243164,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:48:35.810781,138.59.18.180,SUTEL Local,5.127191543579102,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:49:35.873607,138.59.18.180,SUTEL Local,5.042076110839844,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:50:35.937001,138.59.18.180,SUTEL Local,4.288911819458008,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:51:40.952508,138.59.18.180,SUTEL Local,5.0983428955078125,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:52:41.008696,138.59.18.180,SUTEL Local,5.657434463500977,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:53:41.062807,138.59.18.180,SUTEL Local,4.798412322998047,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:54:41.126369,138.59.18.180,SUTEL Local,4.976749420166016,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:55:46.134951,138.59.18.180,SUTEL Local,4.938840866088867,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:56:46.196173,138.59.18.180,SUTEL Local,4.214763641357422,True,Ping SUTEL Local Costa Rica
